,matchDate,matchround,teamh,teama,goalsh,goalsa,year,country,division,female
78,1966-10-09,16,Steinkjer,Sarpsborg FK,1,0,1966,Norway,1,0
79,1966-10-09,16,Vålerenga,Hødd,2,4,1966,Norway,1,0
80,1966-10-15,17,Sarpsborg FK,Fredrikstad,0,3,1966,Norway,1,0
81,1966-10-16,17,Hødd,Frigg,0,2,1966,Norway,1,0
82,1966-10-16,17,Lisleby,Steinkjer,1,0,1966,Norway,1,0
83,1966-10-16,17,Skeid,Odd,0,0,1966,Norway,1,0
84,1966-10-17,17,Lyn,Vålerenga,1,1,1966,Norway,1,0
85,1966-10-23,18,Fredrikstad,Hødd,6,0,1966,Norway,1,0
86,1966-10-23,18,Frigg,Skeid,0,1,1966,Norway,1,0
87,1966-10-23,18,Odd,Lisleby,2,0,1966,Norway,1,0
88,1966-10-23,18,Steinkjer,Lyn,1,4,1966,Norway,1,0
89,1966-10-23,18,Vålerenga,Sarpsborg FK,3,2,1966,Norway,1,0
