,matchDate,matchround,teamh,teama,goalsh,goalsa,halfGoalsh,halfGoalsa,oddsh,oddsd,oddsa,year,country,division,female
337,2015-04-28 20:45,33,Hull,Liverpool,1,0,1,0,3.75,3.3,1.85,2015,England,1,0
338,2015-04-29 20:45,27,Leicester,Chelsea,1,3,1,0,4.9,3.6,1.58,2015,England,1,0
339,2015-05-02 16:00,35,Aston Villa,Everton,3,2,2,0,2.5,3.15,2.5,2015,England,1,0
340,2015-05-02 13:45,35,Leicester,Newcastle,3,0,2,0,1.8,3.3,3.9,2015,England,1,0
341,2015-05-02 16:00,35,Liverpool,Queens Park Rangers,2,1,1,0,1.3,4.75,7.5,2015,England,1,0
342,2015-05-02 18:30,35,Manchester United,West Bromwich,0,1,0,0,1.3,4.5,8.0,2015,England,1,0
343,2015-05-02 16:00,35,Sunderland,Southampton,2,1,1,1,3.75,3.25,1.85,2015,England,1,0
344,2015-05-02 16:00,35,Swansea,Stoke,2,0,0,0,2.1,3.15,3.15,2015,England,1,0
345,2015-05-02 16:00,35,West Ham,Burnley,1,0,1,0,1.95,3.3,3.35,2015,England,1,0
346,2015-05-03 14:30,35,Chelsea,Crystal Palace,1,0,1,0,1.3,4.5,8.0,2015,England,1,0
347,2015-05-03 17:00,35,Tottenham,Manchester City,0,1,0,1,3.45,3.35,1.9,2015,England,1,0
348,2015-05-04 21:00,35,Hull,Arsenal,1,3,0,3,4.75,3.55,1.6,2015,England,1,0
349,2015-05-09 16:00,36,Aston Villa,West Ham,1,0,1,0,1.77,3.45,3.85,2015,England,1,0
350,2015-05-09 18:30,36,Crystal Palace,Manchester United,1,2,0,1,3.85,3.35,1.8,2015,England,1,0
351,2015-05-09 13:45,36,Everton,Sunderland,0,2,0,0,1.75,3.45,3.95,2015,England,1,0
352,2015-05-09 16:00,36,Hull,Burnley,0,1,0,0,1.8,3.35,3.85,2015,England,1,0
353,2015-05-09 16:00,36,Leicester,Southampton,2,0,2,0,2.25,3.25,2.75,2015,England,1,0
354,2015-05-09 16:00,36,Newcastle,West Bromwich,1,1,1,1,2.2,3.15,2.9,2015,England,1,0
355,2015-05-09 16:00,36,Stoke,Tottenham,3,0,2,0,2.65,3.2,2.35,2015,England,1,0
356,2015-05-10 17:00,36,Chelsea,Liverpool,1,1,1,1,1.95,3.3,3.35,2015,England,1,0
357,2015-05-10 14:30,36,Manchester City,Queens Park Rangers,6,0,2,0,1.2,6.0,9.0,2015,England,1,0
358,2015-05-11 21:00,36,Arsenal,Swansea,0,1,0,0,1.25,5.0,9.0,2015,England,1,0
359,2015-05-16 16:00,37,Burnley,Stoke,0,0,0,0,2.5,3.15,2.5,2015,England,1,0
360,2015-05-16 18:30,37,Liverpool,Crystal Palace,1,3,1,1,1.4,4.1,6.4,2015,England,1,0
361,2015-05-16 16:00,37,Queens Park Rangers,Newcastle,2,1,0,1,2.9,3.35,2.15,2015,England,1,0
362,2015-05-16 13:45,37,Southampton,Aston Villa,6,1,5,1,1.7,3.35,4.35,2015,England,1,0
363,2015-05-16 16:00,37,Sunderland,Leicester,0,0,0,0,2.45,3.15,2.55,2015,England,1,0
364,2015-05-16 16:00,37,Tottenham,Hull,2,0,0,0,1.7,3.45,4.2,2015,England,1,0
365,2015-05-16 16:00,37,West Ham,Everton,1,2,0,0,2.55,3.2,2.45,2015,England,1,0
366,2015-05-17 17:00,37,Manchester United,Arsenal,1,1,1,0,2.2,3.25,2.85,2015,England,1,0
367,2015-05-17 14:30,37,Swansea,Manchester City,2,4,1,2,4.5,3.75,1.6,2015,England,1,0
368,2015-05-18 21:00,37,West Bromwich,Chelsea,3,0,1,0,4.0,3.4,1.75,2015,England,1,0
369,2015-05-20 20:45,33,Arsenal,Sunderland,0,0,0,0,1.23,5.4,7.95,2015,England,1,0
370,2015-05-24 16:00,38,Arsenal,West Bromwich,4,1,4,0,1.33,4.5,7.15,2015,England,1,0
371,2015-05-24 16:00,38,Aston Villa,Burnley,0,1,0,1,1.9,3.35,3.45,2015,England,1,0
372,2015-05-24 16:00,38,Chelsea,Sunderland,3,1,1,1,1.3,4.5,8.0,2015,England,1,0
373,2015-05-24 16:00,38,Crystal Palace,Swansea,1,0,0,0,1.9,3.35,3.45,2015,England,1,0
374,2015-05-24 16:00,38,Everton,Tottenham,0,1,0,1,2.25,3.35,2.7,2015,England,1,0
375,2015-05-24 16:00,38,Hull,Manchester United,0,0,0,0,3.05,3.35,2.05,2015,England,1,0
376,2015-05-24 16:00,38,Leicester,Queens Park Rangers,5,1,2,0,1.45,3.9,5.9,2015,England,1,0
377,2015-05-24 16:00,38,Manchester City,Southampton,2,0,1,0,1.52,3.85,5.0,2015,England,1,0
378,2015-05-24 16:00,38,Newcastle,West Ham,2,0,0,0,1.65,3.65,4.15,2015,England,1,0
379,2015-05-24 16:00,38,Stoke,Liverpool,6,1,5,0,3.3,3.2,2.0,2015,England,1,0
